PRODUTC,VALUE,DATETIME,CELL_ON_SITE,DW_A_NUMBER_INT,DW_B_NUMBER_INT,COUNTRY_A,COUNTRY_B,CELL_ID,SITE_ID
sms,0,01:05.0,2,3310b5038660ff0,1b1444ffead7bf8,19e2e,19e2e,0bb30f4eb8,7ee1a1444f
sms,0,01:05.0,2,f15317ad23f3ed5,6888619109208d9,19e2e,19e2e,03aed941ac,43a3260fc9
sms,0,01:05.0,1,33d367303cb38b8,a358da11771d8f6,19e2e,19e2e,7244cddabb,f6ae0e2972
sms,25,01:05.0,2,3d8aad307174250,ef780e918b5b4d8,19e2e,19e2e,7033e333d1,63c810f02d
sms,25,01:05.0,1,c6d97ad474bf3cb,08f6fba215af309,19e2e,19e2e,9dbc70e891,995eea2683
Voice,69,01:05.0,3,b242d34b87bb889,c28354be50abd2a,19e2e,19e2e,2df23a10ae,3ee7a51169
Voice,8,01:05.0,1,ef3e75c6f4225ee,8f6b36a9efc3a0e,19e2e,19e2e,1dc61a56b8,0b4f56438f
Voice,29,01:05.0,2,e4254abed21c69c,5d47656c22466ec,19e2e,19e2e,d88c900d78,2f22c07d70
Voice,3,01:05.0,3,f2036be28598dea,bc880e2832b57e4,19e2e,19e2e,07d6be51be,f222e7c57c
Voice,69,01:05.0,0,5bc8fe7f5b89fc7,dda7992047d8d8a,19e2e,19e2e,333a141d84,c15166ba4d
Voice,7,01:05.0,2,615ec261673e4d9,76f1398e98cdaeb,19e2e,19e2e,33afa112b8,316869253b
Voice,8,01:05.0,0,e1e98745ff3316e,33d0deb4f5b45e4,19e2e,19e2e,b3f333a1d0,25250f86a1
Voice,0,01:05.0,1,9c70e8e9620d6c4,3497b3d6d19e353,19e2e,19e2e,e7807cd349,5d5b23bfed
Voice,9,01:05.0,1,74d261017a73049,a028df11b5b4955,19e2e,19e2e,c2bb42ad2c,585a3bc66c
Voice,2,01:05.0,1,c734b3dcc327c58,287b309d68598ca,19e2e,19e2e,3210a28876,012f83914a
Voice,14,01:05.0,1,f5638b87201a404,bc5904c6e4ef8f3,19e2e,19e2e,3c5b7b0f2a,5639bea67f
data,0,01:05.0,_,da083d362bd9174,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,12,01:05.0,0,f1e266bacab1252,7277226c41c66f4,19e2e,19e2e,54f06fd956,3834146596
data,3,01:05.0,_,99566ab3d0bbcdf,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,100,01:06.0,1,393d08d7d0f2ffe,4b1dd184e7c7314,19e2e,19e2e,0453936d42,b23d0cd21d
sms,0,01:06.0,2,b3edfe1b0246ea7,e09e736e46c5c3d,19e2e,19e2e,06cd7ac7ac,e3d153c158
sms,0,01:06.0,1,d94b00d158974bc,3ec1c211637739c,19e2e,19e2e,b01305e51d,7de24de80d
sms,0,01:06.0,0,8ab8b9ed6989f61,e09e736e46c5c3d,19e2e,19e2e,03ee801971,7f76d66503
sms,0,01:06.0,2,05d2b270788967a,b1a38192a92a300,19e2e,19e2e,db4db3a6cb,d67f60c154
sms,25,01:06.0,1,9d406c62f148870,d37ab89456b9471,19e2e,19e2e,26d6983401,d1544758ec
sms,0,01:06.0,1,42c345753ee0a99,1c78cfeeb90ec18,19e2e,19e2e,d3877ceeca,8cdff2a0a2
sms,25,01:06.0,1,5a30b8fe25a309e,7ec730df5fab18e,19e2e,19e2e,4db5de545c,5818d7383c
sms,25,01:06.0,0,cc73c2725e8dc63,769f01b4ea239a3,19e2e,19e2e,3d4d3c958b,165d822fcb
sms,0,01:06.0,1,a0a597384c612d7,cf3b218f1dde792,19e2e,19e2e,dd11e50b5d,1ddea341cd
sms,0,01:06.0,2,c818e66646d3741,659107aeb36cc9d,19e2e,19e2e,0781f625a1,09983c438b
sms,0,01:06.0,0,5e70272776e6b76,aaaf0e4bdec7311,19e2e,19e2e,b615bf7192,f018a8651b
sms,0,01:06.0,2,0209a2ce8e0aed8,61c68f649e204b0,19e2e,19e2e,3ec5e873a6,c57c621515
sms,0,01:06.0,0,55406185d7b7a77,ec6279d52485370,19e2e,19e2e,25c3b77697,de8b939a5e
sms,0,01:06.0,0,9c6a61203bda2e5,93343ba6e41af95,19e2e,19e2e,a4bb2b81aa,4e27e631ad
sms,0,01:06.0,0,e287ac4d6fdffdd,93343ba6e41af95,19e2e,19e2e,29106fd268,dd656c150a
sms,25,01:06.0,2,3715f0bfb777968,a16c513885b8583,19e2e,19e2e,3003be076c,2802d8247a
sms,0,01:06.0,0,99dfcdf218b5768,df89f5f0796d4ba,19e2e,19e2e,da6c9e7d33,ea5a2bf3ba
sms,0,01:06.0,0,a4d5404931e722d,aaaf0e4bdec7311,19e2e,19e2e,16e65def09,f9b7a55579
sms,0,01:06.0,2,05fb44a35341a8f,cbc45d65009f36c,19e2e,19e2e,4db0540b25,f91ed8d2e9
sms,0,01:06.0,0,d1746e0709878dd,5619b9d2482f721,19e2e,19e2e,8ab909c82e,5255819549
sms,25,01:06.0,0,defdfe0c2cb7cf6,280f10ad0f1e9e4,19e2e,19e2e,36f9d6b201,e1d7179107
sms,25,01:06.0,1,0fcbad9de724a17,01347b7307c9407,19e2e,19e2e,6c19e6ffea,ec36e9bdac
sms,0,01:06.0,5,aec18b6676063aa,ba9a129f5a4a895,19e2e,19e2e,4c9ad1ae0e,d2de5847b1
sms,0,01:06.0,0,4d11b8aa7c5b577,93343ba6e41af95,19e2e,19e2e,b2e7dd387f,1ddea341cd
Voice,198,01:06.0,1,26306d49943c5ff,fbb0a13b04c4ba3,19e2e,19e2e,204188bc24,ae6cdb80c1
Voice,11,01:06.0,2,d6cea4f50b19357,c7ea1b1bf95eb92,19e2e,19e2e,57ffe34d97,84e3e7f10d
Voice,10,01:06.0,2,c023e635d6f732e,bb938effb5e9143,19e2e,19e2e,4261f660ef,69bdfc69fd
Voice,0,01:06.0,0,921c10c84421e2d,1a49f8b0ded9de6,19e2e,19e2e,b42d04b0d7,9ef9616350
Voice,30,01:06.0,0,9db2206fab035f9,1c76415a15f478d,19e2e,19e2e,dec5b1f3c4,7c96b03d1a
Voice,0,01:06.0,4,8614434906347ad,55ad144fa74fddc,19e2e,19e2e,cc28852e7d,113d5b7f72
Voice,39,01:06.0,0,c9efca73e76c5de,4b364f6c064efd3,19e2e,OTHER,3c2b2b5d1d,0b4f56438f
Voice,3,01:06.0,4,a01c4c7e26a4b4f,359a2176380fb18,19e2e,19e2e,b6fb4af883,5d5b23bfed
Voice,2,01:06.0,5,466ad776282f90e,b5e2387eedba4ce,19e2e,19e2e,ca79433bcd,ae556c031a
Voice,305,01:06.0,2,23f297a08aa235a,1d64d8d67b6920e,19e2e,19e2e,96987d95ff,733b1c7315
Voice,0,01:06.0,1,06f6a802c9023dd,113c8c69d6c9cbe,19e2e,19e2e,5ff301d9ab,1c5e6fb08e
Voice,2,01:06.0,1,67dd69e30540897,8338e9673561c9d,19e2e,19e2e,3c9bd2ca37,817fc53cb6
Voice,63,01:06.0,1,e8f567250371c82,b7373295886eda6,19e2e,19e2e,a5a96c0e40,73dd78713b
data,0,01:06.0,_,cac9ef0ffde3716,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:06.0,_,cae0fe64633c215,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:06.0,_,7723bf55058bb3a,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,01:06.0,5,aec18b6676063aa,ba9a129f5a4a895,19e2e,19e2e,4c9ad1ae0e,d2de5847b1
Voice,305,01:06.0,2,23f297a08aa235a,1d64d8d67b6920e,19e2e,19e2e,96987d95ff,733b1c7315
Voice,0,01:07.0,0,62f3905f3bffd0b,c90f04c35e4cacc,19e2e,19e2e,e7df6f69ac,d67f60c154
data,0,01:07.0,_,7d21b03d08b9b12,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,01:07.0,3,e291ae2768ae170,c5a5354cdad766f,19e2e,19e2e,93cf66f451,a8ed302b06
sms,0,01:07.0,4,3881616c4a8c290,aaaf0e4bdec7311,19e2e,19e2e,94737f2f96,2dd67b6a64
sms,0,01:07.0,1,de5ec2c15eab804,9c4065652fd7a9e,19e2e,19e2e,943a2bc0bc,be954bdb76
sms,0,01:07.0,2,8f72b21cdb0c11c,1c40bf788013b3a,19e2e,19e2e,a7dff74777,b47a998a3e
sms,0,01:07.0,0,4313433fa89725d,7e3d90fc5042632,19e2e,19e2e,04a0ee1737,3235f29a90
sms,0,01:07.0,2,4fa316f3d851542,aaaf0e4bdec7311,19e2e,19e2e,7fb47ded92,d4b46cdec7
sms,0,01:07.0,5,122a75e267e2263,0da5bdfcdbf3fd6,19e2e,19e2e,6735e4ba78,bcb0672194
sms,0,01:07.0,2,d400f8ea601148b,01297671b811ff1,19e2e,19e2e,b78724d6fc,ea07812c27
sms,0,01:07.0,2,dcd9ee958fd00e0,152cb082a0ff64e,19e2e,19e2e,2ff9d4485e,51dcba5778
sms,0,01:07.0,1,ebd556effde0312,aaaf0e4bdec7311,19e2e,19e2e,da3bdb03a1,c2545171dc
sms,0,01:07.0,1,37b1666135009bb,93343ba6e41af95,19e2e,19e2e,5116d1c4a6,c07a544c63
sms,25,01:07.0,2,6b3b45b8e7d90dc,83107670cbdec79,19e2e,19e2e,2f50f519d6,d96dcd5475
sms,0,01:07.0,0,e72fc13c3a2edad,dd68cc9cf7ead3b,19e2e,19e2e,803fc75877,d96dcd5475
sms,0,01:07.0,0,19f03aeb57b8a9c,0ee5562a0ebb5ee,19e2e,19e2e,6c7f70aa17,e42de17efb
sms,50,01:07.0,1,4be130f6e3a7743,f04107e552c53dd,19e2e,19e2e,d76cbaf779,6.16E+56
sms,0,01:07.0,1,de25da57f0dc98d,56faf4d8ec88f2b,19e2e,19e2e,60d4453738,b5a37bf516
sms,0,01:07.0,2,c0c17a3a498181d,1c1bd3efbf99462,19e2e,19e2e,b78724d6fc,ea07812c27
sms,0,01:07.0,2,df3f4dfdcd61cec,93343ba6e41af95,19e2e,19e2e,634253915c,f15bd5483f
Voice,36,01:07.0,4,06d621d6bf454da,3286e77f045e570,19e2e,19e2e,e6d1a0e5b1,a7bd4c027b
Voice,0,01:07.0,4,2fc660940f66c92,4a599af4eeac51e,19e2e,19e2e,897cde282d,947b96a9ae
Voice,466,01:07.0,1,0d5df5d86a42718,fd57a4ac84ee1d1,19e2e,19e2e,9cbb4331fe,f7e0fc8508
Voice,47,01:07.0,1,beca5529b8484fa,3ecdf908548eb8b,19e2e,19e2e,1fae208227,c57de6fa4a
Voice,45,01:07.0,2,096c398e73eeae3,d95fa8a9f38736c,19e2e,19e2e,8c2c6590fb,9e940e38af
Voice,40,01:07.0,2,c33def6fb490ce4,fa127faff3f0f5b,19e2e,OTHER,2901cbe78c,bfed0deee9
Voice,78,01:07.0,0,92b56348d16baea,4e193d8aa118cdd,19e2e,19e2e,ee1827b176,5c901ca57a
Voice,31,01:07.0,1,5bc356d9c49d4bf,654b4aaef74cd9a,19e2e,19e2e,0dc2b1dafc,ec013a6f3b
Voice,0,01:07.0,2,66cedfca1861b50,a28ff033ad995dd,19e2e,19e2e,16a2feab53,0c997709bd
Voice,53,01:07.0,3,98658d883eb3e22,1de3ef9c59e3540,19e2e,19e2e,b1c0681e76,9c62a77c47
Voice,60,01:07.0,4,a9271912d6d5817,27a8e04b22ebe8c,19e2e,19e2e,8ecda1b7c9,316869253b
Voice,0,01:07.0,0,62f3905f3bffd0b,c90f04c35e4cacc,19e2e,19e2e,e7df6f69ac,d67f60c154
data,0,01:07.0,_,5781b67100908d4,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:07.0,_,3925c4d569c1eec,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:07.0,_,7d21b03d08b9b12,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:07.0,_,fbc49c1420f1359,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:07.0,_,26551934ffee94c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:07.0,_,f1fd0e066805b82,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,25,01:08.0,4,b70f5a37a724ee9,a3efd26a306a83e,19e2e,19e2e,37d546486f,f7d63a29e5
sms,0,01:08.0,3,8cabc9c8e0ceac3,146c7a952fac7ed,19e2e,OTHER,ac40229471,6dc7dc51de
sms,0,01:08.0,1,4160ff8229aaac1,8461fdb471c9655,19e2e,19e2e,f8f987f764,651c6d67d4
sms,0,01:08.0,0,fdf198bfd4d0664,61449923ec4c126,19e2e,19e2e,670cacbb4b,07531b72e2
sms,0,01:08.0,2,ba8211884915c7a,15f397ecd43dcba,19e2e,19e2e,5a7f6cf0fa,2e828e607c
sms,25,01:08.0,0,ef07327c65f5dd6,70623567ff7a06c,19e2e,19e2e,846a0ea574,113d5b7f72
sms,0,01:08.0,1,db20a2e39492f65,bd2e60632f05ea3,19e2e,19e2e,437de362db,4df1cab780
sms,25,01:08.0,0,a2746c9ed5ab5a8,9e1eff6d901664c,19e2e,19e2e,acf0862641,3f037c4bcc
sms,0,01:08.0,3,1b1349e997ed91c,7d20ec497f26265,19e2e,19e2e,6e9f56b3df,12537168de
sms,0,01:08.0,0,c7df6710e932de4,b9f28c0e0175c99,19e2e,19e2e,1f786b4c2b,70a0c412b9
sms,0,01:08.0,1,0bb966136ee0870,e09e736e46c5c3d,19e2e,19e2e,104e2f7154,165d822fcb
sms,0,01:08.0,1,cc266251fa563c4,5d8072115d56395,19e2e,19e2e,7773627c12,9ef9616350
sms,25,01:08.0,0,f94e44a6cfb0563,5aa7cd616517cb7,19e2e,19e2e,e22b44de5a,5d885a2b8d
Voice,89,01:08.0,5,2ac63e1e9c76b09,6119eacb8e64702,19e2e,19e2e,21da669561,ee63d0afe1
Voice,888,01:08.0,0,a65f4fb46ae5181,d10022c37e74a1e,19e2e,19e2e,ce18251d3a,2386872948
Voice,154,01:08.0,2,0721fce6f92f436,0931d01b9666562,19e2e,19e2e,cb7521ac5d,78d279198d
Voice,30,01:08.0,0,664c6952e206d86,31933df60f7d36a,19e2e,19e2e,8ab909c82e,5255819549
Voice,136,01:08.0,4,3546fefbb659f95,be0312e0d1382d2,19e2e,19e2e,7110b7b291,54f07edad2
Voice,0,01:08.0,2,4f8be83ec475eb2,41ea715ef6e6039,19e2e,19e2e,dd80797654,1df8e27df6
Voice,0,01:08.0,2,34426fbbffac5f5,132b989f91f5dc3,19e2e,19e2e,32efeeecff,7bb5edf329
Voice,34,01:08.0,2,990082d1dfe63c1,a3d94805504acf6,19e2e,19e2e,56113b7965,f018a8651b
Voice,28,01:08.0,1,0e639c72720e81c,a3e8af1657064c7,19e2e,OTHER,170b6e8e1b,e023b355a1
Voice,45,01:08.0,0,3a64a26744b88e9,8a2420a5f765610,19e2e,19e2e,f907585c1f,ec2f249b2b
Voice,29,01:08.0,1,ace6f511077c7f5,125aea99956cd40,19e2e,19e2e,b67ec11806,d96dcd5475
Voice,12,01:08.0,1,942137835d36561,6495797a325499a,19e2e,19e2e,be04d38f70,c15166ba4d
Voice,0,01:08.0,0,a47018501933003,55ad144fa74fddc,19e2e,19e2e,89a81dbf51,029ef38f0b
Voice,0,01:08.0,4,a68aab067bec502,bea15c3bc94c103,19e2e,19e2e,8ecda1b7c9,316869253b
Voice,30,01:08.0,3,45c080b89ec9b8b,fec50811df93031,19e2e,19e2e,5475c0798b,2443d87035
Voice,0,01:08.0,0,05790039be8193c,639769a915eccb3,19e2e,19e2e,ba191070ea,464083a6c2
Voice,29,01:08.0,1,47fa6e97bc82f7d,4647714654bd5ec,19e2e,19e2e,d3877ceeca,8cdff2a0a2
Voice,0,01:08.0,1,f0b28b0239cd036,49e4e8e5e77dc10,19e2e,19e2e,ab68996d93,47657c9634
data,0,01:08.0,_,0e193bd3b9747f1,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,1,01:08.0,_,107092a9a83f065,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:08.0,_,bc7416c6734b35d,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:08.0,_,7712664d1537abe,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:08.0,_,6560097bea02481,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,01:09.0,5,320311ab68ab165,2cdbc14e1c31bbf,19e2e,19e2e,eab7fefe09,ea78593acf
sms,0,01:09.0,0,7434f0b004d8696,ce111202d0806fc,19e2e,19e2e,15f5725977,c6bd18d180
sms,0,01:09.0,1,b5315b446fc205a,bc5ef62fd489226,19e2e,19e2e,42f7c74041,1ed7b897b7
sms,25,01:09.0,1,2526dbcd05745f8,857ffa4496384de,19e2e,19e2e,6f19884dcb,5c565fbfb1
sms,0,01:09.0,3,14914fde7b3198d,aba4af92c44fd2e,19e2e,19e2e,8b33094233,76595a1e95
sms,25,01:09.0,0,7a8ed9257fabdab,a71295b04fba7b7,19e2e,19e2e,dd98a379f0,c06620882a
sms,0,01:09.0,0,8ab8b9ed6989f61,e09e736e46c5c3d,19e2e,19e2e,03ee801971,7f76d66503
sms,0,01:09.0,1,8df4925eb4e79b0,aaaf0e4bdec7311,19e2e,19e2e,a2c7698999,4f92d7f120
sms,0,01:09.0,2,d3d1247485d963d,dd858ecf7ace5e0,19e2e,19e2e,37144b64f7,113d5b7f72
sms,25,01:09.0,3,563f5772b2394e4,4a0e601d2543691,19e2e,19e2e,04e863d65a,b07f9bb851
sms,25,01:09.0,1,9d406c62f148870,d37ab89456b9471,19e2e,19e2e,26d6983401,d1544758ec
sms,0,01:09.0,0,87314f524cfcb66,93343ba6e41af95,19e2e,19e2e,96593c24dd,334fdb9912
sms,0,01:09.0,0,00db37f9bab7697,4ec2460a7babfda,19e2e,19e2e,8359231c1e,c2545171dc
sms,0,01:09.0,4,f5416b59355f7fa,93343ba6e41af95,19e2e,19e2e,94737f2f96,2dd67b6a64
sms,0,01:09.0,1,74a227ee5ff20f4,4e483936c73a9de,19e2e,19e2e,e5e1285933,e9639876a8
sms,25,01:09.0,1,478a9e8b840e08d,1badf789adfc3bd,19e2e,19e2e,7244cddabb,f6ae0e2972
sms,0,01:09.0,1,48325e78861f069,93343ba6e41af95,19e2e,19e2e,e1ca03b0b4,2fabeb5bb9
sms,0,01:09.0,1,18d8f77fdcace33,93343ba6e41af95,19e2e,19e2e,76ecfdaa75,85e4a7d74c
sms,0,01:09.0,2,a048e1ab344dcd8,7af76c2046e02f3,19e2e,OTHER,cc2f786391,cef29910fb
sms,0,01:09.0,2,42d5187b2dd6d4e,e09e736e46c5c3d,19e2e,19e2e,63285aff02,de8b939a5e
sms,0,01:09.0,3,88a3869bff68691,c245b9b4fc0105a,19e2e,19e2e,9dd9ac05e1,f56286a418
sms,0,01:09.0,2,db79737e0de970a,6a00b964646bf63,19e2e,19e2e,f3aa9e7eb8,8fd6f8d1c5
sms,0,01:09.0,1,3cdf8638bc85d60,93343ba6e41af95,19e2e,19e2e,92a4a0642c,700e13a5cf
sms,0,01:09.0,0,0131e8bd79dc1ce,eacd3bdcbea2dbf,19e2e,19e2e,2bf510682b,e1629ca4b7
sms,0,01:09.0,2,5b6f26b5d0758fe,e05edf9b2df057b,19e2e,19e2e,55b8970644,ed05b53185
Voice,26,01:09.0,0,5a0432a78079683,0e40bfa15c5e177,19e2e,19e2e,e3ef47df3f,1b5540c02d
Voice,45,01:09.0,2,53b65da0d7a976c,df1ccb78879f581,19e2e,19e2e,75d35afb6c,f24e034833
Voice,8,01:09.0,5,fea72c1ca2353aa,be385023319f430,19e2e,19e2e,b5fe06247f,bb35216b83
Voice,326,01:09.0,2,5b9bf2402252d39,e62124291359a79,19e2e,19e2e,706d8914d0,22389546ec
Voice,6,01:09.0,2,faeabfdf8a811c5,04b5a2cbee7f835,19e2e,19e2e,118d27fe5f,48b7932a30
Voice,270,01:09.0,1,8f706b21e350c88,f4dcea432bf257c,19e2e,19e2e,d7cb25d4f4,3f037c4bcc
Voice,0,01:09.0,0,e8b328780558faf,e2c5280d9d1f522,19e2e,19e2e,f68cb03a95,90cdea1177
Voice,18,01:09.0,0,4ed718515edf6b2,ba0ef17fe5dad93,19e2e,19e2e,4abcf1006e,dac8dcaeb9
Voice,32,01:09.0,0,91e3eba387e2bdf,bba094cff4b3a92,19e2e,19e2e,00dde6cc1a,faa92c87d9
data,0,01:09.0,_,f1ea6d1e15ceff2,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:09.0,_,037a75b5a7e636b,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:09.0,_,b2b5cfd96921a89,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:09.0,_,f6980570f1e3c60,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:09.0,_,c65e01a9208918c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:09.0,_,33b957ed20a8499,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:09.0,_,48247899fbe0128,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:09.0,_,21849f2ccb10bbc,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:09.0,_,3346075aba8a95c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:09.0,_,5b882b758592a6f,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,01:10.0,2,045a14285047016,ef017b1a4e4c236,19e2e,19e2e,5098c9e365,75bef3291a
sms,25,01:10.0,0,625d79633128085,c577dd92eef868b,19e2e,19e2e,acf0862641,3f037c4bcc
sms,0,01:10.0,2,1c93b1bc88dc932,20eeadb6de1af75,19e2e,19e2e,6b749a3b0f,533d8c5a35
sms,0,01:10.0,2,8bb8075a459cd1e,551b1142b9e44bb,19e2e,19e2e,388e117cc3,e1d7179107
sms,0,01:10.0,3,16b37c2ab1df862,d563fe6708206e2,19e2e,19e2e,86e48eb9c2,b7f8585aaa
sms,0,01:10.0,2,9204d982c4a450f,80f1ba444cba350,19e2e,19e2e,d01091f9ca,952ba02486
sms,0,01:10.0,2,f95fc6558ff7bac,ef462e0218101e7,19e2e,19e2e,f1b47a2379,f0787a83bd
sms,25,01:10.0,2,b293009739b3960,ef8fc2cdedeaf37,19e2e,19e2e,6dab05c36d,f078b9eea8
sms,0,01:10.0,1,42c345753ee0a99,948f5d0c76e2806,19e2e,19e2e,d3877ceeca,8cdff2a0a2
sms,0,01:10.0,0,c7df6710e932de4,b9f28c0e0175c99,19e2e,19e2e,1f786b4c2b,70a0c412b9
sms,0,01:10.0,1,a0a597384c612d7,cf3b218f1dde792,19e2e,19e2e,dd11e50b5d,1ddea341cd
sms,25,01:10.0,3,26763015ca3ac13,c7912901438157c,19e2e,19e2e,2102ce88d7,af5a5167d4
sms,100,01:10.0,1,9731f764fa792e8,f659b3797e86acf,19e2e,OTHER,34f224db6b,4d67cb1e72
sms,0,01:10.0,2,c0c17a3a498181d,1c1bd3efbf99462,19e2e,19e2e,b78724d6fc,ea07812c27
sms,0,01:10.0,2,0807fa6d2a377fc,204591d0ca179e8,19e2e,19e2e,32b36c0459,200a092e1c
sms,25,01:10.0,2,bf2b828f0106d14,9edff6a7f6d5a3e,19e2e,19e2e,a78717d203,5c565fbfb1
sms,25,01:10.0,0,fcfbe6987fff855,0d3efa45787d497,19e2e,19e2e,878554a5dd,eaa695cbb8
sms,0,01:10.0,0,0a23a3c15b9c3dc,0f5fff31d5c2f68,19e2e,19e2e,ef7d7f4e3b,91e86be9a6
sms,0,01:10.0,2,54e2c210d09a01c,b4b7093c6a6419b,19e2e,19e2e,be3c23ac6e,6049499424
Voice,28,01:10.0,2,1019d48ebf0bada,65d9726a0f9a192,19e2e,19e2e,76d1b59cbf,3235f29a90
Voice,15,01:10.0,2,645f660f298d1bf,263acae03267346,19e2e,19e2e,4b39f70b40,7e46936864
Voice,28,01:10.0,0,be4c4e479e42b46,c448dfed2891996,19e2e,19e2e,028ed02789,16a96b7884
Voice,25,01:10.0,2,95e23dd5330fe8d,d7add6323e11afc,19e2e,19e2e,b47a0101f9,8e6413d5b8
Voice,0,01:10.0,4,e1c1460020a36d2,f996dc051ef515d,19e2e,19e2e,9e6277083b,ae6f1d7150
Voice,58,01:10.0,0,1ca1b5a813abfd0,c973eb974b5afb2,19e2e,19e2e,db03a198b7,3ae1708153
Voice,0,01:10.0,0,4722d1a1e2234c5,19e68e80103885e,19e2e,19e2e,3e50699f8d,1e36fcb515
Voice,17,01:10.0,1,de70c6356274661,3d2c40b58b9acb2,19e2e,19e2e,63ba02a4ce,36f665a51e
Voice,24,01:10.0,2,1f22d554bf8ddfa,f1925034411dc60,19e2e,19e2e,f2e32659be,cc566b4b38
Voice,54,01:10.0,2,94122124b1bf080,70fd08efcb36486,19e2e,19e2e,63285aff02,de8b939a5e
data,0,01:10.0,_,9f5d9e89378f888,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,01:10.0,0,e8d5e14835a1e1b,357e4c702bb3597,19e2e,19e2e,35gi1DzgNK,35gi1DzgNK
sms,25,01:11.0,2,5e84fbb1c5f56ae,f67c77314a5c840,19e2e,19e2e,294c5de37f,7c7a7a71b5
sms,25,01:11.0,4,b70f5a37a724ee9,a4994ee14e7e32f,19e2e,19e2e,37d546486f,f7d63a29e5
sms,0,01:11.0,1,95e7c2b08df63de,ef0bf1023d159e3,19e2e,19e2e,be04d38f70,c15166ba4d
sms,0,01:11.0,2,f41193895e5819d,754d0464cae5ccc,19e2e,19e2e,63285aff02,de8b939a5e
sms,0,01:11.0,1,de5ec2c15eab804,9c4065652fd7a9e,19e2e,19e2e,943a2bc0bc,be954bdb76
sms,25,01:11.0,1,b60e6331edf462f,8f05d8315648837,19e2e,19e2e,f8f987f764,651c6d67d4
sms,0,01:11.0,5,81896433c4c21c9,9bcfcc36c86b5ca,19e2e,19e2e,1e1eff45a0,92635447aa
sms,0,01:11.0,3,e291ae2768ae170,c5a5354cdad766f,19e2e,19e2e,93cf66f451,a8ed302b06
sms,25,01:11.0,1,5a30b8fe25a309e,7ec730df5fab18e,19e2e,19e2e,4db5de545c,5818d7383c
sms,0,01:11.0,1,f42e67d5b79f86b,aaaf0e4bdec7311,19e2e,19e2e,6f19884dcb,5c565fbfb1
sms,25,01:11.0,0,8ed76e6b71489ca,1c97f98f2ea6eed,19e2e,19e2e,f1c28b5184,2f502776ef
sms,50,01:11.0,1,d8a04e7cc99bcd2,65cdd83b41d326d,19e2e,19e2e,9c5a13df23,5c901ca57a
sms,0,01:11.0,1,50cff4ba23c8d8b,34c706b44c32ed0,19e2e,19e2e,c52b9b991c,dc22dff37a
sms,25,01:11.0,1,0debe40269ccba4,87e6182b80853db,19e2e,19e2e,cf4ba4a993,bc58a52936
sms,0,01:11.0,2,765e8d10a927694,d3076b419e478ac,19e2e,19e2e,a78717d203,5c565fbfb1
sms,0,01:11.0,2,9b6d9ea265d030c,fe6cdc0c86163cb,19e2e,19e2e,33760a1784,ef51d8b174
sms,25,01:11.0,4,97389f052993e57,3634daafb4b5403,19e2e,19e2e,74ffac08d2,66e2080825
sms,25,01:11.0,0,2354933e0cc40de,87391bfa5a32921,19e2e,19e2e,8359231c1e,c2545171dc
sms,0,01:11.0,0,19f03aeb57b8a9c,0ee5562a0ebb5ee,19e2e,19e2e,6c7f70aa17,e42de17efb
sms,25,01:11.0,4,8df38f32363e55a,39c254325abad84,19e2e,19e2e,1296cbe30d,2d5ab30ced
